,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80-,Gap_80-,%0-20,Gap_0-20
0,Airspace Opacity,0.40417690417690416,0.06451060556130361,0.36049686049686047,0.0,0.12257712257712258,-0.03209117151244423,0.10510510510510511,0.08568281396755462,0.007644007644007644,-0.14905744577270513
1,Atelectasis,0.4519856770833333,0.04009385075471206,0.3497721354166667,0.0,0.10823567708333333,-0.03109402169919917,0.08414713541666667,0.03558040130221152,0.005533854166666667,-0.29619795801056575
2,Cardiomegaly,0.4254942935219418,0.04521916205183962,0.33788779938916574,-0.00920145738089162,0.1186304452660344,0.0,0.11155762739109468,0.11724186406129189,0.006429834431763382,-0.32195121951219513
3,Consolidation,0.4088669950738916,0.0,0.36875439831104856,-0.014866445060503719,0.1301900070372977,0.1535470065590548,0.08374384236453201,-0.01002328642300293,0.00844475721323012,0.06210556511761334
4,Edema,0.44324324324324327,0.0,0.3211948790896159,0.011545314278372354,0.0972972972972973,-0.009057195835116216,0.1368421052631579,0.08175628971521143,0.001422475106685633,-0.20847240051347882
5,Enlarged Cardiomediastinum,0.4148148148148148,0.0024693877551020815,0.37671957671957673,-0.10217977528089886,0.13227513227513227,0.0,0.06666666666666667,-0.04203174603174603,0.009523809523809525,0.2595555555555556
6,Fracture,0.3107142857142857,0.0,0.4369047619047619,0.011337655422969689,0.14642857142857144,-0.06812447434819177,0.08928571428571429,-0.04275862068965518,0.014285714285714285,0.10057471264367815
7,Lung Lesion,0.423728813559322,0.10837606837606839,0.3832391713747646,0.09185409185409185,0.1167608286252354,-0.02481389578163773,0.064030131826742,-0.036199095022624445,0.01224105461393597,0.0
8,No Finding,0.231422199841738,-0.16610612952361603,0.3905474426300266,0.0,0.3022804114811884,0.09796775982877581,0.03604057262067477,-0.2706728741816422,0.0397093734263722,0.12622897429531688
9,Pleural Effusion,0.4737283398546674,0.05279712732766906,0.31512017887087757,0.0,0.08342649524874231,-0.06903178122690323,0.12115707098937954,0.11666602730827558,0.006567915036333147,-0.1825069585318677
10,Pleural Other,0.4375,0.09659915043514296,0.41776315789473684,0.051427165354330714,0.039473684210526314,-0.11392716535433071,0.10526315789473684,-0.051427165354330714,0.0,
11,Pneumonia,0.3877143996808935,-0.07475693031248587,0.362983645791783,0.0,0.15715995213402473,0.05143638087800528,0.07538891104906262,-0.06446886446886446,0.016753091344236137,0.10219780219780222
12,Pneumothorax,0.3153526970954357,-0.036345844691409834,0.34716459197787,0.0,0.24343015214384509,0.1430301521187975,0.06500691562932227,-0.06060862931253708,0.029045643153526972,0.1967368620755075
13,Support Devices,0.3891990133714137,0.010914053352303998,0.36699987018044916,-0.020184146060439723,0.15643255874334674,0.0,0.07880046735038297,0.056610635258088515,0.008568090354407374,-0.09617754306550985
