,diseases,%M,Gap_M,%F,Gap_F
0,Mass,0.5211267605633803,-0.0014308426073131875,0.4788732394366197,0.0014308426073131875
1,Infiltration,0.5565217391304348,-0.024611928104575187,0.4434782608695652,0.024611928104575187
2,Effusion,0.5079365079365079,-0.03317448680351909,0.49206349206349204,0.03317448680351909
3,Emphysema,0.6176470588235294,0.04395604395604391,0.38235294117647056,-0.04395604395604391
4,Pneumothorax,0.5496688741721855,-0.04881289865343724,0.4503311258278146,0.04881289865343724
5,Fibrosis,0.49523809523809526,0.06132075471698112,0.5047619047619047,-0.06132075471698112
6,Edema,0.42962962962962964,-0.07568293775190321,0.5703703703703704,0.07568293775190321
7,Pleural_Thickening,0.574585635359116,-0.10589410589410586,0.425414364640884,0.10589410589410586
8,Atelectasis,0.6091445427728613,0.10762483439170356,0.39085545722713866,-0.10762483439170356
9,Nodule,0.5437665782493368,0.10876347135564379,0.4562334217506631,-0.10876347135564379
10,Consolidation,0.5425101214574899,0.12950733060361908,0.4574898785425101,-0.12950733060361908
11,Pneumonia,0.4307692307692308,0.1496138996138996,0.5692307692307692,-0.1496138996138996
12,Cardiomegaly,0.6390977443609023,-0.2901960784313725,0.3609022556390977,0.2901960784313725
13,Hernia,0.11538461538461539,-0.34782608695652173,0.8846153846153846,0.34782608695652173
