,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80-,Gap_80-,%0-20,Gap_0-20
0,Support Devices,0.3989678096571029,-0.02502844114081959,0.32339048285514344,0.0,0.1309482155353394,0.006770009227724305,0.13637158852344297,-0.04058662407308733,0.010321903428971308,0.04698037345901174
1,Edema,0.42326827401454264,0.06184114540522767,0.26942212016838885,0.0,0.08151549942594719,-0.026745225138711026,0.21852277076157672,0.09234820291354884,0.007271335629544585,-0.03181070574162681
2,Cardiomegaly,0.40029706646862234,0.0,0.24656516895655403,0.00603247870889867,0.1117712588191608,-0.031237865124908226,0.23616784255477163,-0.03419446680902205,0.0051986632008912,0.0983302411873841
3,Pneumothorax,0.41804979253112035,-3.5639347621740924e-05,0.2889004149377593,0.0,0.18516597510373445,0.0635004450613279,0.09232365145228216,-0.07520222701874008,0.015560165975103735,0.008318372232196225
4,Pleural Effusion,0.4196073981618064,0.009752703855483547,0.2979689095654147,0.0,0.09259049131964144,-0.08043714439317229,0.18257120163394985,0.007613069477335421,0.007261999319187563,-0.1456944973343488
5,Lung Opacity,0.40711052433044137,0.03783486593671037,0.289607695209355,0.0,0.10750660128253489,-0.06572206321730734,0.1878536401357978,0.08418810376641706,0.007921539041870993,-0.08226341660076597
6,Pneumonia,0.37254901960784315,0.0,0.28104575163398693,-0.06007751937984496,0.12091503267973856,0.05855855855855857,0.2042483660130719,-0.013333333333333308,0.021241830065359478,0.12820512820512825
7,Enlarged Cardiomediastinum,0.4033457249070632,0.0,0.28810408921933084,0.007373271889400901,0.12825278810408922,0.0867561610899619,0.17007434944237917,-0.010060184835436026,0.010223048327137546,-0.10494344365312108
8,Atelectasis,0.42081447963800905,0.03770284095913712,0.3273001508295626,0.04374482764628507,0.08416289592760182,-0.024662750438712355,0.15957767722473604,0.0,0.008144796380090498,-0.2791430371770636
9,Lung Lesion,0.4209354120267261,0.10722066604419545,0.2650334075723831,0.0,0.133630289532294,-0.11883753501400562,0.17928730512249444,0.06247716477895504,0.0011135857461024498,-0.2605042016806723
10,Consolidation,0.3643198906356801,-0.015749426725036486,0.31852358168147643,-0.015999046256557015,0.12303485987696514,0.0,0.1797676008202324,0.06884241656104773,0.014354066985645933,0.38968253968253963
11,Pleural Other,0.36217948717948717,0.026208304969366908,0.25,0.0,0.16025641025641027,0.34461538461538466,0.21794871794871795,-0.056561085972850686,0.009615384615384616,-0.11538461538461539
12,No Finding,0.2733245729303548,-0.198489010989011,0.38808585194918965,0.042029452864667305,0.2606219886114761,0.14313725490196083,0.059570740254051686,-0.484593837535014,0.018396846254927726,0.0
13,Fracture,0.3442796610169492,-0.15372549019607842,0.3082627118644068,0.09520921770770163,0.125,-0.051013625789298744,0.21610169491525424,0.0,0.006355932203389831,0.5196078431372549
