,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80-,Gap_80-,%0-20,Gap_0-20
0,Edema,0.42326827401454264,0.04363757495003329,0.26942212016838885,-0.007363935406698552,0.08151549942594719,-0.033975784531751985,0.21852277076157672,0.07060558576827358,0.007271335629544585,0.0
1,Support Devices,0.3989678096571029,-0.024803260487757717,0.32339048285514344,0.0,0.1309482155353394,0.0015036835911477198,0.13637158852344297,-0.04903356794849345,0.010321903428971308,0.059331203036818714
2,Lung Opacity,0.40711052433044137,0.04678157062259147,0.289607695209355,0.0,0.10750660128253489,-0.04599850325912469,0.1878536401357978,0.08197655486812117,0.007921539041870993,-0.05715138546463838
3,Pleural Effusion,0.4196073981618064,0.01579516232606737,0.2979689095654147,0.0,0.09259049131964144,-0.05547746516733121,0.18257120163394985,0.006995115536796326,0.007261999319187563,-0.14187452399086065
4,Fracture,0.3442796610169492,-0.14508474576271188,0.3082627118644068,0.014502883103267472,0.125,0.0,0.21610169491525424,-0.08939847125290795,0.006355932203389831,0.02824858757062143
5,Cardiomegaly,0.40029706646862234,0.0,0.24656516895655403,0.011053490399445698,0.1117712588191608,-0.01514432411442379,0.23616784255477163,-0.10158574579059754,0.0051986632008912,0.1410018552875696
6,Atelectasis,0.42081447963800905,0.050616907535012245,0.3273001508295626,0.07427282151350689,0.08416289592760182,-0.040422518988285194,0.15957767722473604,0.0,0.008144796380090498,-0.20051809843870338
7,Pneumothorax,0.41804979253112035,0.0,0.2889004149377593,-0.015173452249956476,0.18516597510373445,0.08466612451432187,0.09232365145228216,-0.16074664733599126,0.015560165975103735,0.11827956989247312
8,Enlarged Cardiomediastinum,0.4033457249070632,0.0,0.28810408921933084,-0.006912442396313362,0.12825278810408922,0.08214786615908634,0.17007434944237917,0.007189443730956174,0.010223048327137546,-0.20046082949308755
9,Lung Lesion,0.4209354120267261,0.06567071272953626,0.2650334075723831,0.0,0.133630289532294,-0.13935574229691877,0.17928730512249444,0.013335769090244781,0.0011135857461024498,-0.22268907563025211
10,Consolidation,0.3643198906356801,-0.04134424143845272,0.31852358168147643,0.0,0.12303485987696514,0.014878397711015734,0.1797676008202324,-0.015413110527260576,0.014354066985645933,0.34344982628244425
11,Pneumonia,0.37254901960784315,0.0,0.28104575163398693,-0.07568339453284373,0.12091503267973856,0.1108345187292556,0.2042483660130719,-0.0115438596491228,0.021241830065359478,0.3478407557354926
12,Pleural Other,0.36217948717948717,0.07839800317676425,0.25,0.0,0.16025641025641027,0.35025641025641024,0.21794871794871795,-0.01621417797888386,0.009615384615384616,-0.08974358974358974
13,No Finding,0.2733245729303548,-0.20764652014652019,0.38808585194918965,0.004568418789637763,0.2606219886114761,0.11232492997198873,0.059570740254051686,-0.48809523809523814,0.018396846254927726,0.0
