,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80-,Gap_80-,%0-20,Gap_0-20
0,Support Devices,0.3989678096571029,-0.019922586959792432,0.32339048285514344,0.0,0.1309482155353394,0.005859884948871685,0.13637158852344297,-0.03347685995423355,0.010321903428971308,0.0550033696584038
1,Pleural Effusion,0.4196073981618064,0.012088236767157201,0.2979689095654147,0.0018280644338277696,0.09259049131964144,-0.045105503357340426,0.18257120163394985,0.0,0.007261999319187563,-0.08707854257302672
2,Edema,0.42326827401454264,0.05404148857471647,0.26942212016838885,0.0,0.08151549942594719,-0.04202011310285958,0.21852277076157672,0.0698460635249164,0.007271335629544585,-0.010391746411483216
3,Lung Opacity,0.40711052433044137,0.04458952953975437,0.289607695209355,0.0,0.10750660128253489,-0.03642250367044275,0.1878536401357978,0.07990068381634652,0.007921539041870993,-0.08454280442232243
4,Cardiomegaly,0.40029706646862234,0.0,0.24656516895655403,0.024945794308961267,0.1117712588191608,-0.005414850929801096,0.23616784255477163,-0.04417976453016881,0.0051986632008912,0.13079777365491652
5,Pneumothorax,0.41804979253112035,0.0,0.2889004149377593,-0.005058559903060922,0.18516597510373445,0.07445906402263147,0.09232365145228216,-0.10070538377896116,0.015560165975103735,0.033002481389578175
6,Enlarged Cardiomediastinum,0.4033457249070632,-0.024564981994913235,0.28810408921933084,0.0030847875903402266,0.12825278810408922,0.039082917557614644,0.17007434944237917,0.0,0.010223048327137546,-0.14207650273224043
7,Atelectasis,0.42081447963800905,0.009098115738764512,0.3273001508295626,0.06163267795074612,0.08416289592760182,-0.020292565264819706,0.15957767722473604,0.0,0.008144796380090498,-0.15290905272001687
8,Consolidation,0.3643198906356801,-0.0738341691694191,0.31852358168147643,-0.04346513487491638,0.12303485987696514,0.032023658639628194,0.1797676008202324,0.0,0.014354066985645933,0.23519826181423142
9,Lung Lesion,0.4209354120267261,0.07267351384998441,0.2650334075723831,0.0,0.133630289532294,-0.06449579831932775,0.17928730512249444,0.0027402265253927693,0.0011135857461024498,-0.23949579831932774
10,Pneumonia,0.37254901960784315,0.0,0.28104575163398693,-0.07405140758873927,0.12091503267973856,0.11450924608819349,0.2042483660130719,-0.020842105263157884,0.021241830065359478,0.37854251012145756
11,Pleural Other,0.36217948717948717,0.08599954617653735,0.25,0.0,0.16025641025641027,0.30051282051282047,0.21794871794871795,-0.1059577677224736,0.009615384615384616,-0.1794871794871795
12,Fracture,0.3442796610169492,-0.10735332464146022,0.3082627118644068,0.07429087308521176,0.125,0.0,0.21610169491525424,-0.05417082087072114,0.006355932203389831,0.3870056497175141
13,No Finding,0.2733245729303548,-0.20970695970695968,0.38808585194918965,0.021713425776631157,0.2606219886114761,0.1280112044817927,0.059570740254051686,-0.5287114845938375,0.018396846254927726,0.0
