,diseases,%60-80,Gap_60-80,%40-60,Gap_40-60,%20-40,Gap_20-40,%80-,Gap_80-,%0-20,Gap_0-20
0,Airspace Opacity,0.40417690417690416,0.061944493357481756,0.36049686049686047,0.0,0.12257712257712258,-0.08755204252961479,0.10510510510510511,0.11352104918935668,0.007644007644007644,-0.1598555741872667
1,Atelectasis,0.4519856770833333,0.04340714702117521,0.3497721354166667,0.0,0.10823567708333333,-0.016090715387818033,0.08414713541666667,0.052741907756115314,0.005533854166666667,-0.3316590479840144
2,Cardiomegaly,0.4254942935219418,0.07016840663306523,0.33788779938916574,-0.008640628746915513,0.1186304452660344,0.0,0.11155762739109468,0.16087954827675077,0.006429834431763382,-0.2806910569105691
3,Consolidation,0.4088669950738916,0.0,0.36875439831104856,-0.06900119562218338,0.1301900070372977,0.07775968739824168,0.08374384236453201,0.05700111369849148,0.00844475721323012,-0.0060240963855421326
4,Edema,0.44324324324324327,0.0,0.3211948790896159,0.0036896341179158965,0.0972972972972973,-0.021181001283697043,0.1368421052631579,0.12265311623463093,0.001422475106685633,-0.1738125802310655
5,Enlarged Cardiomediastinum,0.4148148148148148,0.0,0.37671957671957673,-0.06896354047236875,0.13227513227513227,0.04530612244897961,0.06666666666666667,-0.04421768707482995,0.009523809523809525,0.209750566893424
6,Fracture,0.3107142857142857,-0.006994686126509858,0.4369047619047619,0.0,0.14642857142857144,-0.11193814935424559,0.08928571428571429,0.007411444141689372,0.014285714285714285,0.09741144414168937
7,Lung Lesion,0.423728813559322,0.08183006535947712,0.3832391713747646,0.034759358288770054,0.1167608286252354,-0.050284629981024676,0.064030131826742,0.0,0.01224105461393597,-0.07013574660633484
8,No Finding,0.231422199841738,-0.17005463412075728,0.3905474426300266,0.0,0.3022804114811884,0.09654946828203892,0.03604057262067477,-0.27804071356274374,0.0397093734263722,0.13697707694320094
9,Pleural Effusion,0.4737283398546674,0.042991974569785985,0.31512017887087757,0.0,0.08342649524874231,-0.0942606602859084,0.12115707098937954,0.09165739596999622,0.006567915036333147,-0.10805302637165637
10,Pleural Other,0.4375,0.013291101770173452,0.41776315789473684,-0.013291101770173452,0.039473684210526314,-0.25738558995914984,0.10526315789473684,0.05511441004085016,0.0,
11,Pneumonia,0.3877143996808935,-0.03220051553384884,0.362983645791783,0.0,0.15715995213402473,0.019986612372399182,0.07538891104906262,0.00968660968660967,0.016753091344236137,-0.0194139194139194
12,Pneumothorax,0.3153526970954357,-0.024749373433583965,0.34716459197787,0.015746537658888227,0.24343015214384509,0.07602813852813856,0.06500691562932227,-0.0374873353596758,0.029045643153526972,0.0
13,Support Devices,0.3891990133714137,0.0,0.36699987018044916,-0.03822947169354507,0.15643255874334674,0.006022825728909109,0.07880046735038297,0.025707418344794397,0.008568090354407374,-0.025613034952594704
