,diseases,%M,Gap_M,%F,Gap_F
0,Effusion,0.5079365079365079,-0.005590175953079091,0.49206349206349204,0.005590175953079091
1,Mass,0.5211267605633803,0.02543720190779014,0.4788732394366197,-0.02543720190779014
2,Infiltration,0.5565217391304348,-0.051504629629629595,0.4434782608695652,0.051504629629629595
3,Nodule,0.5437665782493368,0.06225184344866708,0.4562334217506631,-0.06225184344866708
4,Fibrosis,0.49523809523809526,-0.0718432510885341,0.5047619047619047,0.0718432510885341
5,Hernia,0.11538461538461539,-0.08695652173913043,0.8846153846153846,0.08695652173913043
6,Pneumothorax,0.5496688741721855,-0.10896527285613039,0.4503311258278146,0.10896527285613039
7,Atelectasis,0.6091445427728613,0.12378820412079128,0.39085545722713866,-0.12378820412079128
8,Pleural_Thickening,0.574585635359116,-0.1294955044955045,0.425414364640884,0.1294955044955045
9,Pneumonia,0.4307692307692308,0.13223938223938225,0.5692307692307692,-0.13223938223938225
10,Edema,0.42962962962962964,-0.16211374832064485,0.5703703703703704,0.16211374832064485
11,Emphysema,0.6176470588235294,0.18498168498168494,0.38235294117647056,-0.18498168498168494
12,Cardiomegaly,0.6390977443609023,-0.1860294117647059,0.3609022556390977,0.1860294117647059
13,Consolidation,0.5425101214574899,0.2185312376172236,0.4574898785425101,-0.2185312376172236
