,"diseases","%40-60","Gap_40-60","%60-80","Gap_60-80","%20-40","Gap_20-40","%80-","Gap_80-","%0-20","Gap_0-20"
0,"Hernia",0.5,0,0.269230769230769,0.065934065934066,0,,0.230769230769231,-0.076923076923077,0,
1,"Infiltration",0.4743961352657,0,0.239613526570048,0.007046186190132,0.208695652173913,-0.079722033642604,0.013526570048309,-0.072446901367472,0.063768115942029,0.074739245818676
2,"Pneumonia",0.446153846153846,-0.010889292196007,0.230769230769231,-0.052268602540835,0.292307692307692,0.010889292196007,0,,0.030769230769231,0.247731397459165
3,"Effusion",0.458874458874459,0.020672234250954,0.27994227994228,0.044532702382964,0.176046176046176,0,0.015873015873016,-0.260059612518629,0.069264069264069,-0.157786885245902
4,"Mass",0.442253521126761,0,0.264788732394366,-0.003455752812034,0.242253521126761,-0.085098503925344,0.011267605633803,0.124203821656051,0.03943661971831,0.267060964513194
5,"Pleural_Thickening",0.392265193370166,0,0.320441988950276,-0.088878096163186,0.220994475138122,0.029225352112676,0.011049723756906,-0.295774647887324,0.05524861878453,0.104225352112676
6,"Atelectasis",0.469026548672566,-0.043619395414892,0.315634218289086,0.062858004220681,0.157817109144543,-0.007235453723244,0.011799410029499,0.391129032258064,0.045722713864307,0
7,"Consolidation",0.437246963562753,-0.10618597320725,0.259109311740891,0.040226063829787,0.190283400809717,0,0.004048582995951,-0.319148936170213,0.109311740890688,0.125295508274232
8,"Fibrosis",0.542857142857143,-0.029473684210526,0.238095238095238,0,0.190476190476191,0.01,0.019047619047619,0.26,0.00952380952381,-0.24
9,"Nodule",0.546419098143236,0,0.209549071618037,-0.001659088116013,0.16710875331565,-0.019340422253044,0.002652519893899,0.567961165048544,0.074270557029178,0.067961165048544
10,"Edema",0.555555555555556,0.061626016260163,0.303703703703704,-0.061626016260163,0.125925925925926,0.063194643711143,0,,0.014814814814815,-0.525040650406504
11,"Pneumothorax",0.390728476821192,0.088246131171702,0.152317880794702,-0.088246131171702,0.397350993377483,0.178782854335544,0,,0.059602649006623,-0.479550478997789
12,"Cardiomegaly",0.488721804511278,0,0.240601503759398,-0.195673076923077,0.225563909774436,0.08974358974359,0.022556390977444,0.18974358974359,0.022556390977444,-0.476923076923077
13,"Emphysema",0.330882352941176,0.066666666666667,0.323529411764706,-0.080808080808081,0.330882352941176,0,0.007352941176471,-0.444444444444444,0.007352941176471,0.555555555555556
